导弹高度,导弹距离,导弹速度,导弹过载,导弹经度,导弹纬度,弹目距离,目标经度,目标纬度,目标高度,目标速度
26091.6564,63332.2378,1606.8762,0.2586,2.0302,0.2963,105004.7892,2.0394,0.3102,24143.637,680
26100.8243,63394.0841,1606.7017,0.2626,2.0302,0.2963,104914.059,2.0394,0.3102,24143.0976,680
26109.977,63455.9242,1606.5274,0.2666,2.0302,0.2963,104823.3352,2.0394,0.3102,24142.5584,680
26119.1146,63517.7579,1606.3533,0.2705,2.0302,0.2963,104732.6176,2.0394,0.3102,24141.4802,680
26128.2372,63579.5855,1606.1793,0.2745,2.0302,0.2963,104641.9064,2.0394,0.3102,24141.4802,680
26137.3449,63641.4068,1606.0055,0.2784,2.0302,0.2963,104551.2015,2.0394,0.3102,24140.9413,680
26146.4377,63703.222,1605.8318,0.2823,2.0302,0.2963,104460.5029,2.0394,0.3101,24140.4025,680
26155.5157,63765.031,1605.6583,0.2862,2.0302,0.2963,104369.8106,2.0394,0.3101,24139.8638,680
26164.5791,63826.8339,1605.485,0.2901,2.0302,0.2963,104279.1246,2.0394,0.3101,24139.3253,680
26173.6278,63888.6307,1605.3119,0.2939,2.0302,0.2963,104188.4449,2.0394,0.3101,24138.7868,680
26182.662,63950.4214,1605.1388,0.2978,2.0302,0.2963,104097.7716,2.0394,0.3101,24138.2485,680
26191.6817,64012.206,1604.966,0.3016,2.0302,0.2964,104007.1046,2.0394,0.3101,24137.7103,680
26200.6869,64073.9846,1604.7933,0.3054,2.0302,0.2964,103916.444,2.0394,0.3101,24137.1722,680
26209.6779,64135.7572,1604.6208,0.3092,2.0302,0.2964,103825.7896,2.0394,0.3101,24136.6342,680
26218.6545,64197.5238,1604.4484,0.313,2.0302,0.2964,103735.1417,2.0394,0.3101,24136.0964,680
26227.617,64259.2843,1604.2761,0.3168,2.0302,0.2964,103644.5,2.0394,0.3101,24135.5586,680
26236.5653,64321.039,1604.104,0.3206,2.0303,0.2964,103553.8647,2.0394,0.3101,24135.021,680
26245.4996,64382.7877,1603.932,0.3243,2.0303,0.2964,103463.2358,2.0394,0.3101,24134.4835,680
26254.4199,64444.5305,1603.7602,0.3281,2.0303,0.2964,103372.6132,2.0394,0.3101,24133.9461,680
26263.3262,64506.2674,1603.5886,0.3318,2.0303,0.2964,103281.997,2.0393,0.3101,24133.4088,680
26272.2188,64567.9984,1603.417,0.3355,2.0303,0.2964,103191.3871,2.0393,0.3101,24132.8716,680
26281.0975,64629.7236,1603.2456,0.3392,2.0303,0.2964,103100.7837,2.0393,0.3101,24132.3346,680
26289.9626,64691.4429,1603.0743,0.3429,2.0303,0.2964,103010.1865,2.0393,0.3101,24131.7977,680
26298.814,64753.1564,1602.9032,0.3466,2.0303,0.2965,102919.5958,2.0393,0.3101,24131.2609,680
26307.6519,64814.8641,1602.7322,0.3502,2.0303,0.2965,102829.0114,2.0393,0.3101,24130.7242,680
26316.4762,64876.5661,1602.5613,0.3539,2.0303,0.2965,102738.4334,2.0393,0.3101,24130.1876,680
26325.2871,64938.2623,1602.3905,0.3575,2.0303,0.2965,102647.8619,2.0393,0.3101,24129.6511,680
26334.0847,64999.9528,1602.2199,0.3611,2.0303,0.2965,102557.2967,2.0393,0.3101,24129.1147,680
26342.869,65061.6375,1602.0494,0.3648,2.0303,0.2965,102466.7379,2.0393,0.3101,24128.5785,680
26351.64,65123.3166,1601.879,0.3684,2.0303,0.2965,102376.1854,2.0393,0.3101,24128.0424,680
26360.3979,65184.9899,1601.7087,0.3719,2.0303,0.2965,102285.6394,2.0393,0.3101,24127.5064,680
26369.1427,65246.6577,1601.5386,0.3755,2.0303,0.2965,102195.0999,2.0393,0.3101,24126.9705,680
26377.8745,65308.3197,1601.3686,0.3791,2.0303,0.2965,102104.5667,2.0393,0.3101,24126.4347,680
26386.5933,65369.9762,1601.1986,0.3826,2.0303,0.2965,102014.0399,2.0393,0.31,24125.8991,680
26395.2992,65431.627,1601.0288,0.3862,2.0304,0.2965,101923.5196,2.0393,0.31,24125.3635,680
26403.9923,65493.2723,1600.8591,0.3897,2.0304,0.2966,101833.0057,2.0393,0.31,24124.8281,680
26412.6726,65554.912,1600.6895,0.3932,2.0304,0.2966,101742.4982,2.0393,0.31,24124.2928,680
26421.3403,65616.5462,1600.52,0.3967,2.0304,0.2966,101651.9972,2.0393,0.31,24123.7576,680
26429.9953,65678.1748,1600.3506,0.4002,2.0304,0.2966,101561.5026,2.0393,0.31,24123.2225,680
26438.6378,65739.7979,1600.1814,0.4037,2.0304,0.2966,101471.0144,2.0393,0.31,24122.6876,680
26447.2678,65801.4155,1600.0122,0.4072,2.0304,0.2966,101380.5327,2.0393,0.31,24122.1527,680
26455.8853,65863.0276,1599.8431,0.4106,2.0304,0.2966,101290.0575,2.0393,0.31,24121.618,680
26464.4905,65924.6343,1599.6741,0.4141,2.0304,0.2966,101199.5887,2.0393,0.31,24121.0834,680
26473.0834,65986.2355,1599.5052,0.4175,2.0304,0.2966,101109.1263,2.0393,0.31,24120.5489,680
26481.664,66047.8312,1599.3364,0.421,2.0304,0.2966,101018.6705,2.0393,0.31,24120.0145,680
26490.2325,66109.4216,1599.1677,0.4244,2.0304,0.2966,100928.2211,2.0393,0.31,24119.4802,680
26498.7888,66171.0066,1598.9991,0.4278,2.0304,0.2966,100837.7782,2.0393,0.31,24118.9461,680
26507.3331,66232.5862,1598.8306,0.4312,2.0304,0.2967,100747.3418,2.0393,0.31,24118.4121,680
26515.8655,66294.1604,1598.6622,0.4346,2.0304,0.2967,100656.9119,2.0393,0.31,24117.8781,680
26524.3859,66355.7293,1598.4938,0.4379,2.0304,0.2967,100566.4885,2.0393,0.31,24117.3443,680
26532.8944,66417.2928,1598.3256,0.4413,2.0304,0.2967,100476.0715,2.0393,0.31,24116.8106,680
26541.3912,66478.8511,1598.1574,0.4447,2.0304,0.2967,100385.6611,2.0393,0.31,24116.2771,680
26549.8762,66540.404,1597.9893,0.448,2.0305,0.2967,100295.2572,2.0393,0.31,24115.7436,680
26558.3496,66601.9516,1597.8212,0.4513,2.0305,0.2967,100204.8598,2.0393,0.31,24115.2103,680
26566.8114,66663.494,1597.6533,0.4547,2.0305,0.2967,100114.4689,2.0393,0.31,24114.6771,680
26575.2616,66725.0311,1597.4854,0.458,2.0305,0.2967,100024.0846,2.0393,0.31,24114.144,680
26583.7003,66786.563,1597.3176,0.4613,2.0305,0.2967,99933.7068,2.0393,0.31,24113.611,680
26592.1276,66848.0896,1597.1499,0.4646,2.0305,0.2967,99843.3355,2.0393,0.31,24113.0781,680
26600.5436,66909.6111,1596.9823,0.4679,2.0305,0.2967,99752.9708,2.0393,0.31,24112.5453,680
26608.9483,66971.1273,1596.8147,0.4711,2.0305,0.2968,99662.6126,2.0393,0.31,24112.0127,680
26617.3417,67032.6383,1596.6472,0.4744,2.0305,0.2968,99572.261,2.0393,0.31,24111.4802,680
26625.7239,67094.1442,1596.4797,0.4777,2.0305,0.2968,99481.916,2.0392,0.3099,24110.9478,680
26634.0951,67155.645,1596.3123,0.4809,2.0305,0.2968,99391.5775,2.0392,0.3099,24110.4155,680
26642.4551,67217.1406,1596.145,0.4755,2.0305,0.2968,99301.2456,2.0392,0.3099,24109.8833,680
26650.8042,67278.631,1595.9778,0.4674,2.0305,0.2968,99210.9202,2.0392,0.3099,24109.3512,680
26659.1423,67340.1164,1595.8108,0.4593,2.0305,0.2968,99120.6014,2.0392,0.3099,24108.8193,680
26667.4693,67401.5966,1595.644,0.4512,2.0305,0.2968,99030.2892,2.0392,0.3099,24108.2875,680
26675.7854,67463.0717,1595.4776,0.4431,2.0305,0.2968,98939.9836,2.0392,0.3099,24107.7557,680
26684.0903,67524.5416,1595.3114,0.435,2.0305,0.2968,98849.6845,2.0392,0.3099,24107.2242,680
26692.3841,67586.0063,1595.1457,0.4268,2.0306,0.2968,98759.3918,2.0392,0.3099,24106.6927,680
26700.6666,67647.4659,1594.9803,0.4187,2.0306,0.2968,98669.1057,2.0392,0.3099,24106.1613,680
26708.9378,67708.9203,1594.8153,0.4106,2.0306,0.2969,98578.826,2.0392,0.3099,24105.6301,680
26717.1975,67770.3694,1594.6507,0.4024,2.0306,0.2969,98488.5528,2.0392,0.3099,24105.0989,680
26725.4457,67831.8133,1594.4866,0.3943,2.0306,0.2969,98398.2859,2.0392,0.3099,24104.5679,680
26733.6822,67893.2518,1594.3229,0.3862,2.0306,0.2969,98308.0255,2.0392,0.3099,24104.037,680
26741.9069,67954.6851,1594.1597,0.3781,2.0306,0.2969,98217.7713,2.0392,0.3099,24103.5062,680
26750.1196,68016.113,1593.9969,0.37,2.0306,0.2969,98127.5235,2.0392,0.3099,24102.9756,680
26758.3203,68077.5356,1593.8346,0.3619,2.0306,0.2969,98037.2819,2.0392,0.3099,24102.445,680
26766.5089,68138.9527,1593.6727,0.3539,2.0306,0.2969,97947.0466,2.0392,0.3099,24101.9146,680
26774.6851,68200.3644,1593.5113,0.3458,2.0306,0.2969,97856.8174,2.0392,0.3099,24101.3842,680
26782.8488,68261.7706,1593.3503,0.3378,2.0306,0.2969,97766.5944,2.0392,0.3099,24100.854,680
26791,68323.1713,1593.1897,0.3298,2.0306,0.2969,97676.3776,2.0392,0.3099,24100.3239,680
26799.1384,68384.5665,1593.0296,0.3218,2.0306,0.297,97586.1669,2.0392,0.3099,24099.794,680
26807.264,68445.9561,1592.87,0.3139,2.0306,0.297,97495.9622,2.0392,0.3099,24099.2641,680
26815.3765,68507.3401,1592.7108,0.3059,2.0306,0.297,97405.7635,2.0392,0.3099,24098.7344,680
26823.476,68568.7184,1592.552,0.298,2.0306,0.297,97315.5709,2.0392,0.3099,24097.6752,680
26831.5621,68630.0911,1592.3936,0.2901,2.0306,0.297,97225.3842,2.0392,0.3099,24097.6752,680
26839.6348,68691.4581,1592.2357,0.2822,2.0307,0.297,97135.2034,2.0392,0.3099,24097.1458,680
26847.6939,68752.8194,1592.0782,0.2743,2.0307,0.297,97045.0286,2.0392,0.3098,24096.6166,680
26855.7394,68814.1748,1591.9211,0.2665,2.0307,0.297,96954.8595,2.0392,0.3098,24096.0874,680
26863.771,68875.5245,1591.7645,0.2587,2.0307,0.297,96864.6964,2.0392,0.3098,24095.5584,680
26871.7886,68936.8683,1591.6082,0.2509,2.0307,0.297,96774.539,2.0392,0.3098,24095.0294,680
26879.7921,68998.2063,1591.4523,0.2431,2.0307,0.297,96684.3874,2.0392,0.3098,24094.5006,680
26887.7813,69059.5383,1591.2969,0.2354,2.0307,0.297,96594.2415,2.0392,0.3098,24093.9719,680
26895.7561,69120.8644,1591.1418,0.2277,2.0307,0.2971,96504.1013,2.0392,0.3098,24093.4433,680
26903.7164,69182.1845,1590.9871,0.22,2.0307,0.2971,96413.9667,2.0392,0.3098,24092.9149,680
26911.662,69243.4986,1590.8328,0.2123,2.0307,0.2971,96323.8378,2.0392,0.3098,24092.3865,680
26919.5928,69304.8067,1590.6789,0.2047,2.0307,0.2971,96233.7145,2.0392,0.3098,24091.8583,680
26927.5086,69366.1087,1590.5253,0.197,2.0307,0.2971,96143.5968,2.0392,0.3098,24091.3302,680
26935.4093,69427.4045,1590.3722,0.1894,2.0307,0.2971,96053.4846,2.0392,0.3098,24090.8022,680
26943.2949,69488.6943,1590.2193,0.1819,2.0307,0.2971,95963.3779,2.0392,0.3098,24090.2743,680
26951.165,69549.9778,1590.0669,0.1743,2.0307,0.2971,95873.2767,2.0392,0.3098,24089.7465,680
26959.0196,69611.2551,1589.9147,0.1668,2.0307,0.2971,95783.181,2.0392,0.3098,24089.2189,680
26966.8586,69672.5262,1589.763,0.1593,2.0307,0.2971,95693.0906,2.0392,0.3098,24088.6913,680
26974.6819,69733.791,1589.6116,0.1518,2.0307,0.2971,95603.0057,2.0391,0.3098,24088.1639,680
26982.4892,69795.0495,1589.4605,0.1444,2.0308,0.2971,95512.9261,2.0391,0.3098,24087.6366,680
26990.2805,69856.3016,1589.3097,0.1369,2.0308,0.2972,95422.8518,2.0391,0.3098,24087.1094,680
26998.0556,69917.5474,1589.1593,0.1295,2.0308,0.2972,95332.7828,2.0391,0.3098,24086.5823,680
27005.8144,69978.7867,1589.0092,0.1222,2.0308,0.2972,95242.7191,2.0391,0.3098,24085.5285,680
27013.5567,70040.0196,1588.8594,0.1148,2.0308,0.2972,95152.6607,2.0391,0.3098,24085.5285,680
27021.2825,70101.246,1588.7099,0.1075,2.0308,0.2972,95062.6074,2.0391,0.3098,24085.0018,680
27028.9915,70162.4659,1588.5608,0.1002,2.0308,0.2972,94972.5594,2.0391,0.3098,24083.9487,680
27036.6837,70223.6792,1588.4119,0.0929,2.0308,0.2972,94882.5165,2.0391,0.3098,24083.9487,680
27044.3589,70284.8859,1588.2634,0.0856,2.0308,0.2972,94792.4787,2.0391,0.3098,24083.4223,680
27052.017,70346.086,1588.1151,0.0784,2.0308,0.2972,94702.446,2.0391,0.3098,24082.8961,680
27059.6579,70407.2795,1587.9672,0.0712,2.0308,0.2972,94612.4184,2.0391,0.3098,24082.3699,680
27067.2814,70468.4663,1587.8195,0.064,2.0308,0.2972,94522.3959,2.0391,0.3097,24081.8439,680
27074.8874,70529.6463,1587.6721,0.0569,2.0308,0.2972,94432.3783,2.0391,0.3097,24081.318,680
27082.4758,70590.8196,1587.525,0.0498,2.0308,0.2973,94342.3658,2.0391,0.3097,24080.7922,680
27090.0464,70651.9861,1587.3781,0.0427,2.0308,0.2973,94252.3582,2.0391,0.3097,24080.2665,680
27097.5991,70713.1458,1587.2316,0.0356,2.0308,0.2973,94162.3556,2.0391,0.3097,24079.7409,680
27105.1339,70774.2987,1587.0853,0.0286,2.0308,0.2973,94072.3579,2.0391,0.3097,24079.2155,680
27112.6504,70835.4446,1586.9393,0.0216,2.0308,0.2973,93982.3651,2.0391,0.3097,24078.6901,680
27120.1487,70896.5837,1586.7935,0.0147,2.0309,0.2973,93892.3771,2.0391,0.3097,24078.1649,680
27127.6286,70957.7158,1586.6481,0.008,2.0309,0.2973,93802.394,2.0391,0.3097,24077.6398,680
27135.0899,71018.8409,1586.5029,0.0032,2.0309,0.2973,93712.4157,2.0391,0.3097,24077.1148,680
27142.5327,71079.959,1586.3581,0.0072,2.0309,0.2973,93622.4422,2.0391,0.3097,24076.59,680
27149.9566,71141.07,1586.2137,0.0138,2.0309,0.2973,93532.4734,2.0391,0.3097,24076.0652,680
27157.3616,71202.174,1586.0698,0.0205,2.0309,0.2973,93442.5094,2.0391,0.3097,24075.5406,680
27164.7476,71263.2709,1585.9264,0.0273,2.0309,0.2973,93352.55,2.0391,0.3097,24075.0161,680
27172.1144,71324.3606,1585.7791,0.0342,2.0309,0.2974,93262.5954,2.0391,0.3097,24074.4917,680
27179.462,71385.4431,1585.6321,0.0409,2.0309,0.2974,93172.6456,2.0391,0.3097,24073.9674,680
27186.7901,71446.5182,1585.489,0.0477,2.0309,0.2974,93082.7005,2.0391,0.3097,24073.4432,680
27194.0986,71507.5861,1585.3464,0.0545,2.0309,0.2974,92992.76,2.0391,0.3097,24072.9191,680
27201.3875,71568.6467,1585.2036,0.0612,2.0309,0.2974,92902.824,2.0391,0.3097,24072.3952,680
27208.6566,71629.7,1585.0608,0.0679,2.0309,0.2974,92812.8926,2.0391,0.3097,24071.8714,680
27215.9058,71690.746,1584.9182,0.0746,2.0309,0.2974,92722.9658,2.0391,0.3097,24071.3477,680
27223.135,71751.7846,1584.7756,0.0812,2.0309,0.2974,92633.0435,2.0391,0.3097,24070.8241,680
27230.344,71812.8158,1584.6332,0.0879,2.0309,0.2974,92543.1258,2.0391,0.3097,24070.3006,680
27237.5327,71873.8395,1584.491,0.0945,2.0309,0.2974,92453.2125,2.0391,0.3097,24069.7772,680
27244.701,71934.8558,1584.3489,0.101,2.0309,0.2974,92363.3037,2.0391,0.3097,24069.254,680
27251.8488,71995.8645,1584.207,0.1076,2.031,0.2974,92273.3993,2.0391,0.3097,24068.7308,680
27258.976,72056.8657,1584.0652,0.1141,2.031,0.2975,92183.4994,2.0391,0.3097,24068.2078,680
27266.0824,72117.8592,1583.9236,0.1206,2.031,0.2975,92093.6039,2.0391,0.3096,24067.6849,680
27273.168,72178.8452,1583.7822,0.1271,2.031,0.2975,92003.7128,2.0391,0.3096,24067.1622,680
27280.2325,72239.8235,1583.6409,0.1336,2.031,0.2975,91913.8261,2.0391,0.3096,24066.6395,680
27287.2759,72300.7942,1583.4998,0.14,2.031,0.2975,91823.9437,2.0391,0.3096,24066.1169,680
27294.2982,72361.7571,1583.3588,0.1464,2.031,0.2975,91734.0656,2.039,0.3096,24065.5945,680
27301.299,72422.7123,1583.218,0.1528,2.031,0.2975,91644.1919,2.039,0.3096,24065.0722,680
27308.2784,72483.6596,1583.0773,0.1592,2.031,0.2975,91554.3225,2.039,0.3096,24064.55,680
27315.2362,72544.5992,1582.9368,0.1655,2.031,0.2975,91464.4573,2.039,0.3096,24064.0279,680
27322.1723,72605.5309,1582.7964,0.1718,2.031,0.2975,91374.5964,2.039,0.3096,24063.5059,680
27329.0867,72666.4548,1582.6562,0.1781,2.031,0.2975,91284.7398,2.039,0.3096,24062.9841,680
27335.979,72727.3707,1582.5161,0.1844,2.031,0.2975,91194.8874,2.039,0.3096,24062.4623,680
27342.8494,72788.2787,1582.3761,0.1906,2.031,0.2976,91105.0392,2.039,0.3096,24061.9407,680
27349.6976,72849.1787,1582.2362,0.1968,2.031,0.2976,91015.1952,2.039,0.3096,24061.4192,680
27356.5235,72910.0707,1582.0965,0.203,2.031,0.2976,90925.3553,2.039,0.3096,24060.8978,680
27363.3271,72970.9547,1581.9568,0.2092,2.031,0.2976,90835.5196,2.039,0.3096,24060.3765,680
27370.1081,73031.8306,1581.8173,0.2153,2.031,0.2976,90745.6881,2.039,0.3096,24059.8554,680
27376.8666,73092.6984,1581.6779,0.2214,2.0311,0.2976,90655.8607,2.039,0.3096,24059.3343,680
27383.6023,73153.558,1581.5386,0.2275,2.0311,0.2976,90566.0373,2.039,0.3096,24058.8134,680
27390.3152,73214.4095,1581.3995,0.2336,2.0311,0.2976,90476.2181,2.039,0.3096,24057.7719,680
27397.0052,73275.2528,1581.2604,0.2396,2.0311,0.2976,90386.403,2.039,0.3096,24057.7719,680
27403.6721,73336.0879,1581.1214,0.2456,2.0311,0.2976,90296.5919,2.039,0.3096,24057.2513,680
27410.3158,73396.9146,1580.9825,0.2516,2.0311,0.2976,90206.7848,2.039,0.3096,24056.7309,680
27416.9363,73457.7331,1580.8437,0.2576,2.0311,0.2976,90116.9818,2.039,0.3096,24056.2105,680
27423.5334,73518.5433,1580.705,0.2635,2.0311,0.2977,90027.1828,2.039,0.3096,24055.6903,680
27430.1071,73579.3451,1580.5664,0.2694,2.0311,0.2977,89937.3878,2.039,0.3096,24054.6502,680
27436.6571,73640.1385,1580.4279,0.2753,2.0311,0.2977,89847.5968,2.039,0.3096,24054.6502,680
27443.1834,73700.9234,1580.2894,0.2812,2.0311,0.2977,89757.8097,2.039,0.3096,24054.1303,680
27449.6859,73761.7,1580.1511,0.287,2.0311,0.2977,89668.0266,2.039,0.3096,24053.6105,680
27456.1645,73822.468,1580.0128,0.2928,2.0311,0.2977,89578.2474,2.039,0.3095,24053.0909,680
27462.6191,73883.2275,1579.8745,0.2986,2.0311,0.2977,89488.4722,2.039,0.3095,24052.5714,680
27469.0496,73943.9785,1579.7364,0.3044,2.0311,0.2977,89398.7009,2.039,0.3095,24052.0519,680
27475.4558,74004.7209,1579.5983,0.3101,2.0311,0.2977,89308.9335,2.039,0.3095,24051.5326,680
27481.8376,74065.4546,1579.4602,0.3159,2.0311,0.2977,89219.17,2.039,0.3095,24051.0134,680
27488.1951,74126.1798,1579.3223,0.3215,2.0311,0.2977,89129.4103,2.039,0.3095,24050.4944,680
27494.528,74186.8962,1579.1843,0.3272,2.0312,0.2977,89039.6545,2.039,0.3095,24049.9754,680
27500.8362,74247.604,1579.0465,0.3328,2.0312,0.2978,88949.9026,2.039,0.3095,24049.4566,680
27507.1197,74308.303,1578.9087,0.3385,2.0312,0.2978,88860.1545,2.039,0.3095,24048.9379,680
27513.3783,74368.9932,1578.7709,0.3441,2.0312,0.2978,88770.4102,2.039,0.3095,24048.4193,680
27519.6119,74429.6746,1578.6332,0.3496,2.0312,0.2978,88680.6698,2.039,0.3095,24047.9008,680
27525.8205,74490.3472,1578.4955,0.3552,2.0312,0.2978,88590.9331,2.039,0.3095,24047.3824,680
27532.004,74551.011,1578.3579,0.3607,2.0312,0.2978,88501.2002,2.039,0.3095,24046.8641,680
27538.1621,74611.6658,1578.2203,0.3662,2.0312,0.2978,88411.4712,2.039,0.3095,24046.346,680
27544.295,74672.3118,1578.0827,0.3716,2.0312,0.2978,88321.7458,2.039,0.3095,24045.828,680
27550.4023,74732.9487,1577.9452,0.3771,2.0312,0.2978,88232.0243,2.039,0.3095,24045.3101,680
27556.4841,74793.5767,1577.8077,0.3825,2.0312,0.2978,88142.3065,2.039,0.3095,24044.7923,680
27562.5402,74854.1957,1577.6702,0.3879,2.0312,0.2978,88052.5924,2.039,0.3095,24044.2746,680
27568.5705,74914.8056,1577.5327,0.3932,2.0312,0.2978,87962.882,2.0389,0.3095,24043.757,680
27574.575,74975.4064,1577.3953,0.3986,2.0312,0.2978,87873.1754,2.0389,0.3095,24043.2396,680
27580.5536,75035.9982,1577.2579,0.4039,2.0312,0.2979,87783.4725,2.0389,0.3095,24042.7222,680
27586.506,75096.5808,1577.1205,0.4092,2.0312,0.2979,87693.7732,2.0389,0.3095,24042.205,680
27592.4324,75157.1542,1576.9832,0.4145,2.0312,0.2979,87604.0777,2.0389,0.3095,24041.6879,680
27598.3324,75217.7184,1576.8458,0.4197,2.0312,0.2979,87514.3858,2.0389,0.3095,24041.1709,680
27604.2062,75278.2734,1576.7084,0.4249,2.0313,0.2979,87424.6976,2.0389,0.3095,24040.6541,680
27610.0534,75338.8192,1576.5711,0.4301,2.0313,0.2979,87335.0131,2.0389,0.3095,24040.1373,680
27615.8742,75399.3556,1576.4338,0.4353,2.0313,0.2979,87245.3322,2.0389,0.3095,24039.6207,680
27621.6683,75459.8827,1576.2964,0.4404,2.0313,0.2979,87155.6549,2.0389,0.3094,24039.1042,680
27627.4357,75520.4005,1576.1591,0.4455,2.0313,0.2979,87065.9813,2.0389,0.3094,24038.5878,680
27633.1763,75580.9089,1576.0218,0.4506,2.0313,0.2979,86976.3113,2.0389,0.3094,24038.0715,680
27638.89,75641.4079,1575.8844,0.4557,2.0313,0.2979,86886.6449,2.0389,0.3094,24037.5553,680
27644.5767,75701.8975,1575.7471,0.4607,2.0313,0.2979,86796.9822,2.0389,0.3094,24037.0393,680
27650.2362,75762.3775,1575.6098,0.4658,2.0313,0.298,86707.323,2.0389,0.3094,24036.5233,680
27655.8686,75822.8481,1575.4724,0.4708,2.0313,0.298,86617.6674,2.0389,0.3094,24036.0075,680
27661.4737,75883.3092,1575.3351,0.4757,2.0313,0.298,86528.0154,2.0389,0.3094,24035.4918,680
27667.0515,75943.7607,1575.1977,0.4807,2.0313,0.298,86438.367,2.0389,0.3094,24034.9762,680
27672.6018,76004.2026,1575.0603,0.4856,2.0313,0.298,86348.7222,2.0389,0.3094,24034.4607,680
27678.1245,76064.6349,1574.9229,0.4905,2.0313,0.298,86259.0809,2.0389,0.3094,24033.9454,680
27683.6196,76125.0576,1574.7855,0.4954,2.0313,0.298,86169.4432,2.0389,0.3094,24033.4301,680
27689.0869,76185.4706,1574.6481,0.5002,2.0313,0.298,86079.809,2.0389,0.3094,24032.915,680
27694.5265,76245.8738,1574.5106,0.505,2.0313,0.298,85990.1784,2.0389,0.3094,24032.4,680
27699.9381,76306.2674,1574.3731,0.5098,2.0313,0.298,85900.5513,2.0389,0.3094,24031.8851,680
27705.3218,76366.6512,1574.2356,0.5146,2.0314,0.298,85810.9278,2.0389,0.3094,24031.3703,680
27710.6773,76427.0252,1574.0981,0.5193,2.0314,0.298,85721.3077,2.0389,0.3094,24030.8557,680
27716.0047,76487.3894,1573.9605,0.5241,2.0314,0.2981,85631.6912,2.0389,0.3094,24030.3411,680
27721.3039,76547.7437,1573.823,0.5287,2.0314,0.2981,85542.0782,2.0389,0.3094,24029.8267,680
27726.5747,76608.0882,1573.6854,0.5334,2.0314,0.2981,85452.4688,2.0389,0.3094,24029.3124,680
27731.8171,76668.4227,1573.5477,0.5381,2.0314,0.2981,85362.8628,2.0389,0.3094,24028.7982,680
27737.0309,76728.7473,1573.41,0.5427,2.0314,0.2981,85273.2603,2.0389,0.3094,24028.2841,680
27742.2162,76789.062,1573.2723,0.5473,2.0314,0.2981,85183.6613,2.0389,0.3094,24027.7701,680
27747.3728,76849.3667,1573.1346,0.5519,2.0314,0.2981,85094.0659,2.0389,0.3094,24027.2563,680
27752.5007,76909.6613,1572.9968,0.5564,2.0314,0.2981,85004.4739,2.0389,0.3094,24026.7425,680
27757.5997,76969.946,1572.859,0.5609,2.0314,0.2981,84914.8853,2.0389,0.3094,24026.2289,680
27762.6698,77030.2205,1572.7211,0.5654,2.0314,0.2981,84825.3003,2.0389,0.3094,24025.7154,680
27767.7108,77090.485,1572.5832,0.5699,2.0314,0.2981,84735.7187,2.0389,0.3094,24025.202,680
27772.7228,77150.7393,1572.4453,0.5744,2.0314,0.2981,84646.1406,2.0389,0.3093,24024.6888,680
27777.7056,77210.9835,1572.3073,0.5788,2.0314,0.2982,84556.566,2.0389,0.3093,24024.1756,680
27782.6592,77271.2174,1572.1692,0.5832,2.0314,0.2982,84466.9948,2.0389,0.3093,24023.6626,680
27787.5834,77331.4412,1572.0312,0.5876,2.0314,0.2982,84377.427,2.0389,0.3093,24023.1496,680
27792.4782,77391.6548,1571.893,0.5919,2.0314,0.2982,84287.8628,2.0389,0.3093,24022.6368,680
27797.3435,77451.858,1571.7549,0.5962,2.0315,0.2982,84198.3019,2.0389,0.3093,24022.1241,680
27802.1793,77512.051,1571.6166,0.6005,2.0315,0.2982,84108.7446,2.0388,0.3093,24021.6116,680
27806.9854,77572.2337,1571.4784,0.6048,2.0315,0.2982,84019.1906,2.0388,0.3093,24021.0991,680
27811.7617,77632.406,1571.34,0.6091,2.0315,0.2982,83929.6401,2.0388,0.3093,24020.0745,680
27816.5083,77692.568,1571.2017,0.6133,2.0315,0.2982,83840.0931,2.0388,0.3093,24020.0745,680
27821.225,77752.7195,1571.0632,0.6175,2.0315,0.2982,83750.5495,2.0388,0.3093,24019.5624,680
27825.9117,77812.8606,1570.9248,0.6217,2.0315,0.2982,83661.0093,2.0388,0.3093,24019.0504,680
27830.5684,77872.9913,1570.7862,0.6258,2.0315,0.2982,83571.4725,2.0388,0.3093,24018.5386,680
27835.195,77933.1115,1570.6476,0.63,2.0315,0.2983,83481.9392,2.0388,0.3093,24018.0268,680
27839.7914,77993.2212,1570.509,0.6341,2.0315,0.2983,83392.4093,2.0388,0.3093,24017.0036,680
27844.3576,78053.3204,1570.3703,0.6382,2.0315,0.2983,83302.8828,2.0388,0.3093,24017.0036,680
27848.8934,78113.409,1570.2315,0.6422,2.0315,0.2983,83213.3597,2.0388,0.3093,24016.4922,680
27853.3988,78173.487,1570.0927,0.6463,2.0315,0.2983,83123.8401,2.0388,0.3093,24015.9809,680
27857.8737,78233.5545,1569.9538,0.6503,2.0315,0.2983,83034.3238,2.0388,0.3093,24015.4697,680
27862.3181,78293.6113,1569.8149,0.6542,2.0315,0.2983,82944.811,2.0388,0.3093,24014.9587,680
27866.7318,78353.6574,1569.6759,0.6582,2.0315,0.2983,82855.3016,2.0388,0.3093,24014.4477,680
27871.1149,78413.6928,1569.5369,0.6621,2.0315,0.2983,82765.7956,2.0388,0.3093,24017.6356,680
27875.4672,78473.7176,1569.3977,0.6661,2.0315,0.2983,82676.2931,2.0388,0.3093,24013.4261,680
