导弹高度,导弹距离,导弹速度,导弹过载,导弹经度,导弹纬度,弹目距离,目标经度,目标纬度,目标高度,目标速度
13743.1239,21857.3293,1205.0108,0.4314,2.0266,0.2909,164800.2121,2.041,0.3127,24545.3087,680
13766.7892,21906.4139,1205.9102,0.4331,2.0266,0.2909,164727.8745,2.041,0.3127,24544.689,680
13790.4486,21955.531,1206.8117,0.4348,2.0266,0.2909,164655.4979,2.041,0.3127,24544.0694,680
13814.1021,22004.6809,1207.7154,0.4365,2.0266,0.2909,164583.0821,2.041,0.3127,24543.4499,680
13837.7497,22053.8635,1208.6213,0.4383,2.0266,0.2909,164510.6271,2.041,0.3127,24542.8305,680
13861.3915,22103.0788,1209.5294,0.44,2.0266,0.2909,164438.1328,2.041,0.3127,24542.2112,680
13885.0274,22152.3271,1210.4397,0.4417,2.0266,0.2909,164365.5991,2.041,0.3127,24541.592,680
13908.6573,22201.6083,1211.3521,0.4434,2.0266,0.2909,164293.0259,2.041,0.3127,24540.973,680
13932.2813,22250.9226,1212.2667,0.4452,2.0266,0.2909,164220.4131,2.041,0.3127,24540.3541,680
13955.8993,22300.2699,1213.1835,0.4469,2.0266,0.2909,164147.7606,2.041,0.3127,24539.7352,680
13979.5114,22349.6504,1214.1025,0.4486,2.0266,0.2909,164075.0683,2.041,0.3127,24539.1165,680
14003.1175,22399.0642,1215.0237,0.4504,2.0266,0.2909,164002.3362,2.041,0.3126,24538.498,680
14026.7175,22448.5113,1215.947,0.4521,2.0266,0.291,163929.5642,2.041,0.3126,24537.8795,680
14050.3115,22497.9918,1216.8725,0.4539,2.0266,0.291,163856.7521,2.041,0.3126,24537.2612,680
14073.8995,22547.5057,1217.8001,0.4556,2.0266,0.291,163783.8998,2.041,0.3126,24536.6429,680
14097.4814,22597.0532,1218.7299,0.4574,2.0266,0.291,163711.0074,2.041,0.3126,24536.0248,680
14121.0573,22646.6343,1219.6619,0.4591,2.0266,0.291,163638.0746,2.041,0.3126,24535.4068,680
14144.627,22696.2491,1220.596,0.4609,2.0266,0.291,163565.1015,2.041,0.3126,24534.7889,680
14168.1906,22745.8976,1221.5323,0.4627,2.0266,0.291,163492.0879,2.041,0.3126,24534.1712,680
14191.748,22795.5799,1222.4708,0.4644,2.0266,0.291,163419.0337,2.041,0.3126,24532.936,680
14215.2993,22845.2962,1223.4114,0.4662,2.0266,0.291,163345.9388,2.041,0.3126,24532.3186,680
14238.8444,22895.0464,1224.3541,0.468,2.0266,0.291,163272.8032,2.041,0.3126,24531.7013,680
14262.3833,22944.8307,1225.299,0.4698,2.0266,0.291,163199.6267,2.041,0.3126,24531.7013,680
14285.916,22994.649,1226.2461,0.4715,2.0266,0.291,163126.4093,2.041,0.3126,24531.0841,680
14309.4424,23044.5016,1227.1953,0.4733,2.0266,0.291,163053.1509,2.041,0.3126,24530.467,680
14332.9625,23094.3884,1228.1466,0.4751,2.0267,0.291,162979.8514,2.041,0.3126,24529.85,680
14356.4764,23144.3096,1229.1001,0.4769,2.0267,0.291,162906.5107,2.041,0.3126,24529.2332,680
14379.984,23194.2651,1230.0557,0.4787,2.0267,0.291,162833.1287,2.041,0.3126,24528.6165,680
14403.4852,23244.2551,1231.0134,0.4805,2.0267,0.291,162759.7053,2.041,0.3126,24527.9999,680
14426.98,23294.2797,1231.9733,0.4823,2.0267,0.2911,162686.2404,2.0409,0.3126,24527.3834,680
14450.4685,23344.3388,1232.9353,0.4841,2.0267,0.2911,162612.734,2.0409,0.3126,24526.767,680
14473.9506,23394.4327,1233.8995,0.4859,2.0267,0.2911,162539.186,2.0409,0.3126,24526.1507,680
14497.4263,23444.5613,1234.8658,0.4877,2.0267,0.2911,162465.5962,2.0409,0.3126,24525.5346,680
14520.8955,23494.7247,1235.8342,0.4895,2.0267,0.2911,162391.9646,2.0409,0.3126,24524.9186,680
14544.3582,23544.9231,1236.8047,0.4913,2.0267,0.2911,162318.2911,2.0409,0.3126,24524.3027,680
14567.8145,23595.1564,1237.7774,0.4932,2.0267,0.2911,162244.5756,2.0409,0.3126,24523.6869,680
14591.2642,23645.4247,1238.7522,0.495,2.0267,0.2911,162170.818,2.0409,0.3126,24523.0712,680
14614.7074,23695.7282,1239.7291,0.4968,2.0267,0.2911,162097.0182,2.0409,0.3126,24522.4556,680
14638.144,23746.0668,1240.7081,0.4986,2.0267,0.2911,162023.1762,2.0409,0.3125,24521.8402,680
14661.5741,23796.4407,1241.6893,0.5005,2.0267,0.2911,161949.2918,2.0409,0.3125,24521.2248,680
14684.9975,23846.8499,1242.6726,0.5023,2.0267,0.2911,161875.365,2.0409,0.3125,24520.6096,680
14708.4143,23897.2944,1243.6579,0.5041,2.0267,0.2911,161801.3957,2.0409,0.3125,24519.9945,680
14731.8244,23947.7745,1244.6454,0.506,2.0267,0.2911,161727.3837,2.0409,0.3125,24519.3795,680
14755.2278,23998.2901,1245.635,0.5078,2.0267,0.2911,161653.329,2.0409,0.3125,24518.7647,680
14778.6245,24048.8412,1246.6267,0.5097,2.0267,0.2911,161579.2316,2.0409,0.3125,24518.1499,680
14802.0145,24099.4281,1247.6206,0.5115,2.0267,0.2911,161505.0912,2.0409,0.3125,24517.5353,680
14825.3977,24150.0507,1248.6165,0.5134,2.0267,0.2912,161430.9079,2.0409,0.3125,24516.9208,680
14848.7741,24200.7091,1249.6145,0.5152,2.0267,0.2912,161356.6816,2.0409,0.3125,24516.3064,680
14872.1437,24251.4033,1250.6147,0.5171,2.0267,0.2912,161282.412,2.0409,0.3125,24515.6921,680
14895.5065,24302.1336,1251.6169,0.5189,2.0267,0.2912,161208.0993,2.0409,0.3125,24515.0779,680
14918.8623,24352.8998,1252.6212,0.5208,2.0268,0.2912,161133.7432,2.0409,0.3125,24514.4638,680
14942.2113,24403.7021,1253.6277,0.5226,2.0268,0.2912,161059.3438,2.0409,0.3125,24513.8499,680
14965.5533,24454.5406,1254.6362,0.5245,2.0268,0.2912,160984.9008,2.0409,0.3125,24513.2361,680
14988.8884,24505.4153,1255.6468,0.5264,2.0268,0.2912,160910.4142,2.0409,0.3125,24512.6224,680
15012.2165,24556.3263,1256.6596,0.5282,2.0268,0.2912,160835.884,2.0409,0.3125,24512.0088,680
15035.5376,24607.2737,1257.6744,0.5301,2.0268,0.2912,160761.31,2.0409,0.3125,24511.3953,680
15058.8516,24658.2575,1258.6913,0.532,2.0268,0.2912,160686.6922,2.0409,0.3125,24510.7819,680
15082.1586,24709.2778,1259.7103,0.5339,2.0268,0.2912,160612.0304,2.0409,0.3125,24510.1687,680
15105.4585,24760.3347,1260.7314,0.5357,2.0268,0.2912,160537.3247,2.0409,0.3125,24509.5556,680
15128.7512,24811.4282,1261.7545,0.5376,2.0268,0.2912,160462.5748,2.0409,0.3125,24508.9425,680
15152.0368,24862.5584,1262.7798,0.5395,2.0268,0.2912,160387.7807,2.0409,0.3125,24508.3296,680
15175.3152,24913.7254,1263.8071,0.5414,2.0268,0.2912,160312.9423,2.0409,0.3125,24507.7169,680
15198.5864,24964.9293,1264.8365,0.5433,2.0268,0.2913,160238.0596,2.0409,0.3125,24507.1042,680
15221.8504,25016.17,1265.868,0.5452,2.0268,0.2913,160163.1324,2.0409,0.3125,24506.4917,680
15245.1071,25067.4478,1266.9016,0.5471,2.0268,0.2913,160088.1606,2.0409,0.3125,24505.8792,680
15268.3564,25118.7626,1267.9373,0.549,2.0268,0.2913,160013.1442,2.0409,0.3125,24505.2669,680
15291.5984,25170.1145,1268.975,0.5509,2.0268,0.2913,159938.0831,2.0409,0.3124,24504.6547,680
15314.8331,25221.5036,1270.0148,0.5528,2.0268,0.2913,159862.9772,2.0409,0.3124,24504.0426,680
15338.0604,25272.9299,1271.0567,0.5547,2.0268,0.2913,159787.8264,2.0409,0.3124,24503.4306,680
15361.2802,25324.3936,1272.1007,0.5566,2.0268,0.2913,159712.6307,2.0409,0.3124,24502.8188,680
15384.4926,25375.8947,1273.1467,0.5585,2.0268,0.2913,159637.3898,2.0409,0.3124,24502.2071,680
15407.6975,25427.4332,1274.1948,0.5604,2.0268,0.2913,159562.1038,2.0409,0.3124,24501.5954,680
15430.8948,25479.0093,1275.245,0.5623,2.0268,0.2913,159486.7726,2.0408,0.3124,24500.9839,680
15454.0846,25530.6229,1276.2972,0.5642,2.0268,0.2913,159411.396,2.0408,0.3124,24500.3725,680
15477.2668,25582.2742,1277.3515,0.5661,2.0269,0.2913,159335.974,2.0408,0.3124,24499.7613,680
15500.4414,25633.9633,1278.4079,0.5681,2.0269,0.2913,159260.5065,2.0408,0.3124,24498.5391,680
15523.6084,25685.6901,1279.4663,0.57,2.0269,0.2913,159184.9934,2.0408,0.3124,24498.5391,680
15546.7676,25737.4549,1280.5268,0.5719,2.0269,0.2913,159109.4347,2.0408,0.3124,24497.9281,680
15569.9192,25789.2575,1281.5893,0.5738,2.0269,0.2914,159033.8301,2.0408,0.3124,24497.3173,680
15593.0629,25841.0982,1282.654,0.5757,2.0269,0.2914,158958.1798,2.0408,0.3124,24496.7066,680
15616.1989,25892.9769,1283.7206,0.5777,2.0269,0.2914,158882.4835,2.0408,0.3124,24496.0961,680
15639.3271,25944.8937,1284.7894,0.5796,2.0269,0.2914,158806.7411,2.0408,0.3124,24495.4856,680
15662.4474,25996.8488,1285.8601,0.5815,2.0269,0.2914,158730.9527,2.0408,0.3124,24494.8753,680
15685.5599,26048.8421,1286.933,0.5835,2.0269,0.2914,158655.1181,2.0408,0.3124,24494.265,680
15708.6644,26100.8738,1288.0079,0.5854,2.0269,0.2914,158579.2371,2.0408,0.3124,24493.6549,680
15731.761,26152.9438,1289.0848,0.5873,2.0269,0.2914,158503.3099,2.0408,0.3124,24493.0449,680
15754.8495,26205.0524,1290.1638,0.5893,2.0269,0.2914,158427.3361,2.0408,0.3124,24492.435,680
15777.9301,26257.1994,1291.2449,0.5912,2.0269,0.2914,158351.3158,2.0408,0.3124,24491.8253,680
15801.0025,26309.3851,1292.328,0.5932,2.0269,0.2914,158275.2489,2.0408,0.3124,24491.2156,680
15824.0669,26361.6094,1293.4131,0.5951,2.0269,0.2914,158199.1353,2.0408,0.3124,24490.6061,680
15847.1232,26413.8725,1294.5003,0.5971,2.0269,0.2914,158122.9749,2.0408,0.3124,24489.9967,680
15870.1712,26466.1744,1295.5895,0.599,2.0269,0.2914,158046.7676,2.0408,0.3124,24489.3874,680
15893.2111,26518.5152,1296.6808,0.6009,2.0269,0.2914,157970.5133,2.0408,0.3124,24488.7782,680
15916.2428,26570.8949,1297.7741,0.6029,2.0269,0.2914,157894.212,2.0408,0.3123,24488.1691,680
15939.2661,26623.3136,1298.8695,0.6049,2.0269,0.2915,157817.8635,2.0408,0.3123,24487.5602,680
15962.2812,26675.7714,1299.9669,0.6068,2.0269,0.2915,157741.4678,2.0408,0.3123,24486.9513,680
15985.2879,26728.2683,1301.0664,0.6088,2.0269,0.2915,157665.0247,2.0408,0.3123,24486.3426,680
16008.2862,26780.8044,1302.1679,0.6107,2.0269,0.2915,157588.5343,2.0408,0.3123,24485.734,680
16031.2761,26833.3798,1303.2714,0.6127,2.027,0.2915,157511.9964,2.0408,0.3123,24485.1255,680
16054.2575,26885.9945,1304.377,0.6146,2.027,0.2915,157435.4109,2.0408,0.3123,24484.5171,680
16077.2304,26938.6486,1305.4846,0.6166,2.027,0.2915,157358.7777,2.0408,0.3123,24483.3007,680
16100.1948,26991.3422,1306.5942,0.6186,2.027,0.2915,157282.0968,2.0408,0.3123,24483.3007,680
16123.1506,27044.0753,1307.7059,0.6205,2.027,0.2915,157205.3681,2.0408,0.3123,24482.6927,680
16146.0978,27096.8481,1308.8196,0.6225,2.027,0.2915,157128.5914,2.0408,0.3123,24482.0848,680
16169.0363,27149.6605,1309.9353,0.6245,2.027,0.2915,157051.7668,2.0408,0.3123,24481.477,680
16191.9662,27202.5126,1311.0531,0.6264,2.027,0.2915,156974.894,2.0408,0.3123,24480.8693,680
16214.8873,27255.4045,1312.1729,0.6284,2.027,0.2915,156897.9731,2.0408,0.3123,24480.2617,680
16237.7997,27308.3363,1313.2947,0.6304,2.027,0.2915,156821.0039,2.0408,0.3123,24479.6543,680
16260.7032,27361.308,1314.4186,0.6323,2.027,0.2915,156743.9864,2.0408,0.3123,24479.047,680
16283.598,27414.3197,1315.5445,0.6343,2.027,0.2916,156666.9204,2.0408,0.3123,24478.4398,680
16306.4838,27467.3715,1316.6724,0.6363,2.027,0.2916,156589.806,2.0408,0.3123,24477.8327,680
16329.3607,27520.4634,1317.8023,0.6383,2.027,0.2916,156512.6429,2.0408,0.3123,24477.2257,680
16352.2286,27573.5955,1318.9343,0.6402,2.027,0.2916,156435.4311,2.0408,0.3123,24476.6188,680
16375.0875,27626.7678,1320.0683,0.6422,2.027,0.2916,156358.1705,2.0408,0.3123,24476.0121,680
16397.9374,27679.9805,1321.2043,0.6442,2.027,0.2916,156280.8611,2.0408,0.3123,24475.4054,680
16420.7782,27733.2336,1322.3424,0.6462,2.027,0.2916,156203.5028,2.0407,0.3123,24474.7989,680
16443.6099,27786.5271,1323.4824,0.6482,2.027,0.2916,156126.0954,2.0407,0.3123,24474.1925,680
16466.4323,27839.8611,1324.6245,0.6501,2.027,0.2916,156048.6389,2.0407,0.3123,24473.5862,680
16489.2456,27893.2357,1325.7686,0.6521,2.027,0.2916,155971.1332,2.0407,0.3123,24472.98,680
16512.0497,27946.651,1326.9147,0.6541,2.027,0.2916,155893.5782,2.0407,0.3123,24472.374,680
16534.8444,28000.107,1328.0629,0.6561,2.027,0.2916,155815.9739,2.0407,0.3123,24471.768,680
16557.6298,28053.6037,1329.213,0.6581,2.0271,0.2916,155738.32,2.0407,0.3122,24471.1622,680
16580.4059,28107.1413,1330.3652,0.6601,2.0271,0.2916,155660.6167,2.0407,0.3122,24470.5565,680
16603.1725,28160.7198,1331.5194,0.662,2.0271,0.2916,155582.8637,2.0407,0.3122,24469.9509,680
16625.9296,28214.3393,1332.6756,0.664,2.0271,0.2916,155505.061,2.0407,0.3122,24469.3455,680
16648.6773,28267.9999,1333.8338,0.666,2.0271,0.2917,155427.2085,2.0407,0.3122,24468.1348,680
16671.4154,28321.7015,1334.9941,0.668,2.0271,0.2917,155349.3061,2.0407,0.3122,24468.1348,680
16694.1439,28375.4443,1336.1563,0.67,2.0271,0.2917,155271.3538,2.0407,0.3122,24467.5297,680
16716.8628,28429.2283,1337.3206,0.672,2.0271,0.2917,155193.3514,2.0407,0.3122,24466.9247,680
16739.572,28483.0537,1338.4869,0.674,2.0271,0.2917,155115.2988,2.0407,0.3122,24466.3198,680
16762.2715,28536.9204,1339.6552,0.676,2.0271,0.2917,155037.1961,2.0407,0.3122,24465.715,680
16784.9613,28590.8285,1340.8255,0.678,2.0271,0.2917,154959.043,2.0407,0.3122,24465.1104,680
16807.6412,28644.7781,1341.9978,0.68,2.0271,0.2917,154880.8395,2.0407,0.3122,24464.5058,680
16830.3113,28698.7693,1343.1721,0.682,2.0271,0.2917,154802.5856,2.0407,0.3122,24463.9014,680
16852.9715,28752.8021,1344.3484,0.684,2.0271,0.2917,154724.2811,2.0407,0.3122,24463.2971,680
16875.6218,28806.8766,1345.5267,0.686,2.0271,0.2917,154645.9259,2.0407,0.3122,24462.6929,680
16898.2621,28860.9928,1346.7071,0.688,2.0271,0.2917,154567.52,2.0407,0.3122,24462.0888,680
16920.8923,28915.1508,1347.8894,0.6899,2.0271,0.2917,154489.0633,2.0407,0.3122,24461.4848,680
16943.5125,28969.3508,1349.0738,0.6919,2.0271,0.2917,154410.5557,2.0407,0.3122,24460.881,680
16966.1226,29023.5926,1350.2601,0.6939,2.0271,0.2917,154331.9971,2.0407,0.3122,24460.2772,680
16988.7225,29077.8765,1351.4485,0.6959,2.0271,0.2918,154253.3875,2.0407,0.3122,24459.6736,680
17011.3122,29132.2025,1352.6389,0.6979,2.0271,0.2918,154174.7266,2.0407,0.3122,24459.0701,680
17033.8917,29186.5706,1353.8312,0.6999,2.0271,0.2918,154096.0146,2.0407,0.3122,24458.4667,680
17056.4609,29240.9809,1355.0256,0.7019,2.0272,0.2918,154017.2512,2.0407,0.3122,24457.8635,680
17079.0197,29295.4334,1356.222,0.7039,2.0272,0.2918,153938.4364,2.0407,0.3122,24457.2603,680
17101.5681,29349.9283,1357.4204,0.7059,2.0272,0.2918,153859.5701,2.0407,0.3122,24456.6573,680
17124.1061,29404.4656,1358.6208,0.7079,2.0272,0.2918,153780.6522,2.0407,0.3122,24456.0543,680
17146.6336,29459.0454,1359.8231,0.7099,2.0272,0.2918,153701.6827,2.0407,0.3122,24455.4515,680
17169.1506,29513.6676,1361.0275,0.7119,2.0272,0.2918,153622.6614,2.0407,0.3121,24454.8488,680
17191.6571,29568.3325,1362.2339,0.7139,2.0272,0.2918,153543.5883,2.0407,0.3121,24454.2463,680
17214.1529,29623.04,1363.4423,0.7159,2.0272,0.2918,153464.4632,2.0407,0.3121,24453.6438,680
17236.638,29677.7902,1364.6527,0.7179,2.0272,0.2918,153385.2862,2.0407,0.3121,24452.4392,680
17259.1124,29732.5832,1365.865,0.7199,2.0272,0.2918,153306.0571,2.0407,0.3121,24451.8371,680
17281.5761,29787.419,1367.0794,0.7219,2.0272,0.2918,153226.7758,2.0407,0.3121,24451.8371,680
17304.0289,29842.2978,1368.2958,0.7239,2.0272,0.2918,153147.4422,2.0407,0.3121,24451.2351,680
17326.4709,29897.2195,1369.5142,0.7259,2.0272,0.2919,153068.0563,2.0407,0.3121,24450.6332,680
17348.902,29952.1842,1370.7345,0.7279,2.0272,0.2919,152988.618,2.0407,0.3121,24450.0315,680
17371.3222,30007.1921,1371.9569,0.7299,2.0272,0.2919,152909.1272,2.0406,0.3121,24449.4298,680
17393.7313,30062.2431,1373.1812,0.7319,2.0272,0.2919,152829.5837,2.0406,0.3121,24448.8283,680
17416.1294,30117.3373,1374.4076,0.734,2.0272,0.2919,152749.9877,2.0406,0.3121,24448.2269,680
17438.5164,30172.4749,1375.6359,0.736,2.0272,0.2919,152670.3388,2.0406,0.3121,24447.6256,680
17460.8922,30227.6557,1376.8663,0.738,2.0272,0.2919,152590.6371,2.0406,0.3121,24447.0244,680
17483.2569,30282.88,1378.0986,0.74,2.0272,0.2919,152510.8825,2.0406,0.3121,24446.4233,680
17505.6103,30338.1478,1379.3329,0.742,2.0272,0.2919,152431.0748,2.0406,0.3121,24445.8224,680
17527.9524,30393.4591,1380.5693,0.744,2.0272,0.2919,152351.2141,2.0406,0.3121,24445.2215,680
17550.2832,30448.814,1381.8076,0.746,2.0273,0.2919,152271.3001,2.0406,0.3121,24444.6208,680
17572.6026,30504.2126,1383.0479,0.748,2.0273,0.2919,152191.3329,2.0406,0.3121,24444.0202,680
17594.9105,30559.655,1384.2902,0.7499,2.0273,0.2919,152111.3124,2.0406,0.3121,24443.4197,680
17617.207,30615.1411,1385.5345,0.7519,2.0273,0.2919,152031.2384,2.0406,0.3121,24442.8194,680
17639.4919,30670.6711,1386.7808,0.7539,2.0273,0.292,151951.1109,2.0406,0.3121,24442.2191,680
17661.7652,30726.245,1388.029,0.7559,2.0273,0.292,151870.9298,2.0406,0.3121,24441.619,680
17684.0269,30781.8629,1389.2793,0.7579,2.0273,0.292,151790.695,2.0406,0.3121,24441.0189,680
17706.2768,30837.5249,1390.5316,0.7599,2.0273,0.292,151710.4065,2.0406,0.3121,24440.419,680
17728.5151,30893.2309,1391.7858,0.7619,2.0273,0.292,151630.064,2.0406,0.3121,24439.8192,680
17750.7415,30948.9812,1393.042,0.7639,2.0273,0.292,151549.6677,2.0406,0.3121,24439.2196,680
17772.9562,31004.7757,1394.3003,0.7659,2.0273,0.292,151469.2173,2.0406,0.3121,24438.62,680
17795.1589,31060.6145,1395.5605,0.7679,2.0273,0.292,151388.7128,2.0406,0.312,24438.0205,680
17817.3496,31116.4977,1396.8227,0.7699,2.0273,0.292,151308.1541,2.0406,0.312,24436.822,680
17839.5284,31172.4253,1398.0869,0.7719,2.0273,0.292,151227.5412,2.0406,0.312,24436.822,680
17861.6951,31228.3974,1399.353,0.7739,2.0273,0.292,151146.8739,2.0406,0.312,24436.2229,680
17883.8498,31284.414,1400.6212,0.7759,2.0273,0.292,151066.1521,2.0406,0.312,24435.6239,680
17905.9922,31340.4753,1401.8914,0.7779,2.0273,0.292,150985.3759,2.0406,0.312,24435.0251,680
17928.1225,31396.5813,1403.1635,0.7799,2.0273,0.292,150904.545,2.0406,0.312,24433.8277,680
17950.2405,31452.732,1404.4376,0.7819,2.0273,0.292,150823.6594,2.0406,0.312,24433.8277,680
17972.3462,31508.9275,1405.7138,0.7838,2.0273,0.2921,150742.7191,2.0406,0.312,24433.2292,680
17994.4396,31565.168,1406.9919,0.7858,2.0273,0.2921,150661.7238,2.0406,0.312,24432.6308,680
18016.5205,31621.4533,1408.272,0.7878,2.0274,0.2921,150580.6737,2.0406,0.312,24432.0325,680
18038.589,31677.7837,1409.554,0.7898,2.0274,0.2921,150499.5685,2.0406,0.312,24431.4343,680
18060.6449,31734.1591,1410.8381,0.7918,2.0274,0.2921,150418.4082,2.0406,0.312,24430.8363,680
18082.6883,31790.5796,1412.1241,0.7938,2.0274,0.2921,150337.1927,2.0406,0.312,24430.2383,680
18104.7191,31847.0454,1413.4122,0.7958,2.0274,0.2921,150255.9219,2.0406,0.312,24429.6405,680
18126.7371,31903.5564,1414.7022,0.7977,2.0274,0.2921,150174.5958,2.0406,0.312,24429.0428,680
18148.7425,31960.1127,1415.9942,0.7997,2.0274,0.2921,150093.2142,2.0406,0.312,24428.4452,680
18170.7351,32016.7144,1417.2882,0.8017,2.0274,0.2921,150011.7771,2.0406,0.312,24427.8477,680
18192.7148,32073.3616,1418.5842,0.8037,2.0274,0.2921,149930.2844,2.0406,0.312,24427.2504,680
18214.6816,32130.0542,1419.8822,0.8057,2.0274,0.2921,149848.7359,2.0406,0.312,24426.6531,680
18236.6355,32186.7924,1421.1821,0.8076,2.0274,0.2921,149767.1317,2.0406,0.312,24426.056,680
18258.5764,32243.5763,1422.4841,0.8096,2.0274,0.2921,149685.4717,2.0406,0.312,24425.459,680
18280.5043,32300.4059,1423.788,0.8116,2.0274,0.2922,149603.7556,2.0406,0.312,24424.8621,680
18302.419,32357.2812,1425.0939,0.8136,2.0274,0.2922,149521.9836,2.0406,0.312,24424.2653,680
18324.3206,32414.2024,1426.4018,0.8155,2.0274,0.2922,149440.1554,2.0405,0.312,24423.6687,680
18346.2089,32471.1694,1427.7117,0.8175,2.0274,0.2922,149358.271,2.0405,0.312,24423.0721,680
18368.084,32528.1824,1429.0235,0.8195,2.0274,0.2922,149276.3304,2.0405,0.312,24422.4757,680
18389.9458,32585.2414,1430.3374,0.8214,2.0274,0.2922,149194.3334,2.0405,0.3119,24421.2832,680
18411.7941,32642.3465,1431.6532,0.8234,2.0274,0.2922,149112.2799,2.0405,0.3119,24421.2832,680
18433.6291,32699.4977,1432.971,0.8254,2.0274,0.2922,149030.1699,2.0405,0.3119,24420.6871,680
18455.4505,32756.6951,1434.2908,0.8273,2.0274,0.2922,148948.0033,2.0405,0.3119,24420.0911,680
18477.2584,32813.9388,1435.6126,0.8293,2.0275,0.2922,148865.78,2.0405,0.3119,24419.4953,680
18499.0528,32871.2289,1436.9364,0.8312,2.0275,0.2922,148783.4999,2.0405,0.3119,24418.8995,680
18520.8334,32928.5653,1438.2622,0.8332,2.0275,0.2922,148701.163,2.0405,0.3119,24418.3039,680
18542.6003,32985.9482,1439.5899,0.8352,2.0275,0.2922,148618.7691,2.0405,0.3119,24417.7084,680
18564.3535,33043.3776,1440.9197,0.8371,2.0275,0.2922,148536.3181,2.0405,0.3119,24417.113,680
18586.0928,33100.8536,1442.2514,0.8391,2.0275,0.2923,148453.8101,2.0405,0.3119,24416.5178,680
18607.8183,33158.3762,1443.5851,0.841,2.0275,0.2923,148371.2448,2.0405,0.3119,24415.9226,680
18629.5298,33215.9455,1444.9208,0.843,2.0275,0.2923,148288.6223,2.0405,0.3119,24414.7327,680
18651.2273,33273.5617,1446.2584,0.8449,2.0275,0.2923,148205.9424,2.0405,0.3119,24414.7327,680
18672.9108,33331.2246,1447.5981,0.8469,2.0275,0.2923,148123.205,2.0405,0.3119,24414.1379,680
18694.5802,33388.9345,1448.9398,0.8488,2.0275,0.2923,148040.4102,2.0405,0.3119,24413.5432,680
18716.2354,33446.6913,1450.2834,0.8508,2.0275,0.2923,147957.5577,2.0405,0.3119,24412.9486,680
18737.8764,33504.4951,1451.629,0.8527,2.0275,0.2923,147874.6475,2.0405,0.3119,24412.3541,680
18759.5031,33562.3461,1452.9766,0.8546,2.0275,0.2923,147791.6795,2.0405,0.3119,24411.7598,680
18781.1155,33620.2442,1454.3262,0.8566,2.0275,0.2923,147708.6537,2.0405,0.3119,24411.1656,680
18802.7135,33678.1895,1455.6778,0.8585,2.0275,0.2923,147625.5699,2.0405,0.3119,24410.5715,680
18824.297,33736.1821,1457.0313,0.8604,2.0275,0.2923,147542.428,2.0405,0.3119,24409.9775,680
18845.8661,33794.222,1458.3869,0.8624,2.0275,0.2923,147459.2281,2.0405,0.3119,24409.3836,680
18867.4205,33852.3093,1459.7444,0.8643,2.0275,0.2923,147375.97,2.0405,0.3119,24408.7898,680
18888.9604,33910.4441,1461.1039,0.8662,2.0275,0.2924,147292.6536,2.0405,0.3119,24408.1962,680
18910.4855,33968.6265,1462.4655,0.8681,2.0275,0.2924,147209.2788,2.0405,0.3119,24407.6026,680
18931.996,34026.8564,1463.829,0.8701,2.0276,0.2924,147125.8456,2.0405,0.3119,24407.0092,680
18953.4916,34085.134,1465.1944,0.872,2.0276,0.2924,147042.3538,2.0405,0.3119,24406.4159,680
18974.9724,34143.4593,1466.5619,0.8739,2.0276,0.2924,146958.8035,2.0405,0.3119,24405.8227,680
18996.4383,34201.8324,1467.9314,0.8758,2.0276,0.2924,146875.1944,2.0405,0.3118,24405.2297,680
19017.8892,34260.2534,1469.3028,0.8777,2.0276,0.2924,146791.5266,2.0405,0.3118,24404.6367,680
19039.3251,34318.7223,1470.6763,0.8796,2.0276,0.2924,146707.7999,2.0405,0.3118,24404.0439,680
19060.7459,34377.2391,1472.0517,0.8815,2.0276,0.2924,146624.0142,2.0405,0.3118,24402.8586,680
19082.1515,34435.804,1473.4291,0.8834,2.0276,0.2924,146540.1695,2.0405,0.3118,24402.8586,680
19103.542,34494.417,1474.8085,0.8854,2.0276,0.2924,146456.2657,2.0405,0.3118,24402.2661,680
19124.9172,34553.0782,1476.1899,0.8873,2.0276,0.2924,146372.3028,2.0405,0.3118,24401.6737,680
19146.277,34611.7876,1477.5732,0.8892,2.0276,0.2924,146288.2805,2.0405,0.3118,24401.0815,680
19167.6215,34670.5453,1478.9584,0.891,2.0276,0.2925,146204.1989,2.0405,0.3118,24400.4893,680
19188.9505,34729.3513,1480.3455,0.8929,2.0276,0.2925,146120.0579,2.0405,0.3118,24399.8973,680
19210.2641,34788.2057,1481.7345,0.8948,2.0276,0.2925,146035.8573,2.0405,0.3118,24399.3054,680
19231.5621,34847.1087,1483.1254,0.8967,2.0276,0.2925,145951.5972,2.0405,0.3118,24398.7136,680
19252.8444,34906.0601,1484.5181,0.8986,2.0276,0.2925,145867.2773,2.0404,0.3118,24398.1219,680
19274.1111,34965.0601,1485.9128,0.9005,2.0276,0.2925,145782.8978,2.0404,0.3118,24397.5304,680
19295.362,35024.1088,1487.3094,0.9024,2.0276,0.2925,145698.4584,2.0404,0.3118,24396.9389,680
19316.5972,35083.2062,1488.7079,0.9042,2.0276,0.2925,145613.959,2.0404,0.3118,24396.3476,680
19337.8164,35142.3524,1490.1083,0.9061,2.0276,0.2925,145529.3997,2.0404,0.3118,24395.7564,680
19359.0198,35201.5474,1491.5106,0.908,2.0277,0.2925,145444.7804,2.0404,0.3118,24395.1653,680
