,episodes,comment_id,oper_name,vip_degree,content,time_point,up_count
281,第二期下,6721068493904048718,,0, 期待辣目洋子,40,1
282,第二期下,6721761880240042247,会飞的小可爱,0,上完课又来追剧，太爱这个节目了,43,7
283,第二期下,6721780152633160422,,0, 期待黄奕 加油,43,2
284,第二期下,6721005768620391265,,0,1111,43,0
285,第二期下,6721792043245911172,夏木南笙,0, 竟然有下   鹅厂够意思,40,1
286,第二期下,6720964231137045282,微笑每一天,0, 孙千的剧目啥时能播,43,0
287,第二期下,6720810592917505964,,0, 演员请就位的时常，真是很真诚,40,0
288,第二期下,6722098361948897216,ミ伈已瀡風ミ,0,有些是真的值得尊敬的演员,40,0
289,第二期下,6720688002642229225,,0,不错不错，这时长，够看了,44,0
290,第二期下,6720881568689353475,,5,不是吧不是吧有下集耶，真特么香,57,17
291,第二期下,6720937553122833335,生活向上,3, 以前的香港电影真的很厉害，演员也很棒,55,32
292,第二期下,6720959203726791767,,3,胡杏儿挺有电影感的,58,12
293,第二期下,6720971617574520463,,0,胡杏儿棒棒的，以后多拍戏呀,58,7
294,第二期下,6720975453269991282,,0, 这个时长很喜欢,58,7
295,第二期下,6720979260040311258,,0, 还沉浸在胡杏儿老师的表演里,58,2
296,第二期下,6720988132181265816,,0,我太爱了这节目，时间长嘻嘻，以为要等到下星期,55,3
297,第二期下,6721035451029976493,芃芃其麦,3,胡杏儿真的有港剧演员的特性，专业,59,12
298,第二期下,6721196603103223907,戴妃,3,杏姐牛逼,56,5
299,第二期下,6721136842265264316,宁宁,0, 胡杏儿演的，把老子看哭了T﹏T,55,3
300,第二期下,6721307331624712110,清欢渡,0,胡杏儿是来炸场的吧,57,15
301,第二期下,6721273553053316792,,0,哇   居然下集也有   太香了,55,3
302,第二期下,6721327420496086823,黄霆新,0, TVB的道具出了名的简陋，全靠演技,57,0
303,第二期下,6720709696787257988,,0,上下一起 过瘾,55,1
304,第二期下,6721360352497566728,Wx娟,0,杏儿，看得我眼泪💧,59,10
305,第二期下,6721366824177907529,,0, 目前胡杏儿老师最佳,56,1
306,第二期下,6721623431630228230,,0, 怎么不让沙溢主持了？怂怂的感觉太好玩了,58,3
307,第二期下,6721711121892930693,,0,下集来的这么快，节目组真的太棒了,59,0
308,第二期下,6721066371968910277,,0,[敲黑板4][敲黑板4][敲黑板4][敲黑板4][敲黑板4]上课上课,59,4
309,第二期下,6721052697391821893,,0,爱了爱了 上下两期 时长给力！,55,0
310,第二期下,6721045204825568351,ㅤ,0, 太爱了   有下集,55,0
311,第二期下,6721820757857595841,,0, 期待辣目洋子,57,1
312,第二期下,6720947604042563238,,0, 夸夸你腾讯,59,0
313,第二期下,6720934071296882881,音音香槟,0,不喜欢主持人,56,7
314,第二期下,6720908652098811645,南歌初渝。,0, 胡杏儿棒棒的，以后多拍戏呀,55,0
315,第二期下,6720854826697599254,苏策,0,好演员就是可以看出来的呀,58,2
316,第二期下,6720850680685818521,,0,期待任敏黄梦莹,56,1
317,第二期下,6722082117178817607,木子,0,这时长绝对好评,59,0
318,第二期下,6720833242690417011,lio,0,终于明白S卡是同情卡 哈哈哈哈哈哈哈哈,57,2
319,第二期下,6720773347099216992,宝儿,3,胡杏儿不用来这里，本身就是大咖,57,0
320,第二期下,6722103116655169590,逐光,0, 普通话好好哦，那边的人里排前几了吧,58,2
321,第二期下,6720750929462195122,,0,胡杏儿，倪虹洁，还有那个演周冬雨角色的，目前最强,56,5
322,第二期下,6720720444020203611,二厂酱货,0,黄奕那可是个能挨打的演员,58,0
323,第二期下,6720720184865387382,hezi【摘给你®】,0,这让后面的怎么演…,56,1
324,第二期下,6720717237663504498,古月,0, 这综艺爱了,56,1
325,第二期下,6720700305497063746,,0,来啦来啦，刚看胡杏儿演哭我,56,0
326,第二期下,6722507014304627511,小公zhu,0,太喜欢这个节目的时长了,57,0
327,第二期下,6720670796848067987,小叽叽向前,0, 黄奕,59,0
328,第二期下,6722740028793363221,,0,胡杏儿殿堂级的啊！s已经不能完美形容,59,1
329,第二期下,6722812384764245166,,0, 胡杏儿演得太棒了！,57,0
330,第二期下,6720712522464697890,,3,爆米花 : 惊喜啊，还以为下集要下个周了，开心,33,24
331,第二期下,6720713465713334850,,1,爆米花 : 时长感人啊,32,11
332,第二期下,6720850542823934493,,5, 黄奕黄奕黄奕,34,14
333,第二期下,6720916364425622546,㗊,0, 以前的香港电影真的很厉害，演员也很棒,34,12
334,第二期下,6720934206387026388,松鼠桂鱼🐠,0, 太爽了。我以为还要等一周,34,4
335,第二期下,6720955854369263344,,0, 3个小时，比看电影还爽,33,1
336,第二期下,6720957502512934448,琉,0, 这是什么时候更新的呀？哦嚯嚯嚯,32,8
337,第二期下,6720710969804704044,,5,鹅厂牛批,30,10
