,episodes,comment_id,oper_name,vip_degree,content,time_point,up_count
140,第一期下,6717977390037311648,弱水三千,0,嗯,3,2
141,第一期下,6717985071712158049,,0,来了来了，我想看张大大被怼,1,54
142,第一期下,6717985138963585864,,0,我想看张大大被怼,4,83
143,第一期下,6717864635987933337,,0,竟然有上下！,2,1
144,第一期下,6717996051355648188,,0,来了,3,0
145,第一期下,6718001141209641366,,0,下好难找,4,9
146,第一期下,6718172790030612116,,0,，,4,1
147,第一期下,6718330583907499443,,0,迫不及待看张大大被怼,4,5
148,第一期下,6718431305241399819,,0, 明儿也送佛山,4,3
149,第一期下,6718459347329366329,,0, 66,1,3
150,第一期下,6718688175147437355,,0, 为什么非得一个一个演哭戏才叫演技好呢？？,2,0
151,第一期下,6718612284853388238,汽车导航音响电尾门一键启动便利店,0, 。。,3,1
152,第一期下,6718941706861353094,,0, 张大大真的。。。。哈哈，我好开心,3,5
153,第一期下,6718929486524642441,しυсιαи,0,感觉尔导理解错了，这s卡不是用来鼓励的,3,0
154,第一期下,6719033151525988043,,0, 来了,2,0
155,第一期下,6719468709423023623,阿康不原创,0,张大大哈哈哈哈哈哈哈,1,3
156,第一期下,6719442733557554707,,0, 来了他来了,1,0
157,第一期下,6719631501253871804,,0,  哈哈哈哈哈哈哈哈哈,1,1
158,第一期下,6719211334811532932,　,0, 哈哈,1,0
159,第一期下,6717765265070240084,Unicorn,3,爆米花 : 来啦来啦,8,58
160,第一期下,6717766944095926550,,4,女神赵薇,7,33
161,第一期下,6717767011926554123,,4,女神薇薇,9,22
162,第一期下,6717767874539354101,,2,爆米花 : 专门开了会员,6,45
163,第一期下,6717781745790547582,,4,太舒服了连着看,5,49
164,第一期下,6717785936299064589,,4,感人竟然还有下,7,47
165,第一期下,6717790935314531734,,0,哈哈哈来了,5,11
166,第一期下,6717791736627924228,,0,我来了,7,9
167,第一期下,6717795440366429975,洪茹茹,0,这时长，良心啊，对演员太好了,8,70
168,第一期下,6717802250410067051,,0, 来啦宝贝儿,6,25
169,第一期下,6717807757984470361,Z,0,来啦,9,8
170,第一期下,6717808904794305447,,0, 还有下？？？？惊喜,9,25
171,第一期下,6717809484947199403,陈涛toko,0,还好还有,6,12
172,第一期下,6717814745665610274,宋宁 ,0,张大大被虐了吗,9,15
173,第一期下,6717821517322979185,,0, 张大大这集老惨了,8,45
174,第一期下,6717954470770313188,,0,姐妹们，来了奥,9,5
175,第一期下,6717955552723892454,Cheri,0,就是为了陈导和尔导来的,9,10
176,第一期下,6717920326996962282,晨馨,0, 一下三小时，可以的，棒,6,15
177,第一期下,6717956726155571593,-**有何不可,0,终于等到啦,6,8
178,第一期下,6717962009045037406,,0, 。,5,3
179,第一期下,6717897694725211547,丸子i橘,0, 期待赵薇导演,9,2
180,第一期下,6717973239684429506,,0, 一个小时？,9,1
181,第一期下,6718048630366258250,,0,这时长我爱了,8,9
182,第一期下,6718054590728050568,,0,哈哈哈,6,3
183,第一期下,6718054856851125358,℡川仔げ＂,0,大大,6,0
184,第一期下,6718068415737080163,Mashjin,0,[圈粉1]冲冲冲,5,4
185,第一期下,6718140410998796042,,0,刚看完上一集，下一集的推送就是张大大遭批,5,12
186,第一期下,6718167076851692369,程😇,0,谁是张大大？,5,4
187,第一期下,6718169152152390946,,0,张大大要来了，准备好你们的弹幕了吗,6,3
188,第一期下,6718431103360201588,🙈 🙈,0, 竟然还有，太开心了,5,0
189,第一期下,6718516872921412835,,0,名场面,7,4
190,第一期下,6718708078394672096,,0, 哦,7,0
191,第一期下,6718719089373098733,不忘初心,0, 哈哈,5,0
192,第一期下,6718815254455233757,Mr.R_L,0,嗯嗯,7,0
193,第一期下,6718839372989529988,,0, 施博宇任敏！,8,1
194,第一期下,6718914156571333726,尹亚飞,0,对你肯定,8,3
195,第一期下,6719070536829438985,,0, 小偷来了,8,1
196,第一期下,6719090207980289539,朋朋,0, 叭叭叭,7,1
197,第一期下,6718381916141323190,壹月,0, 马主任也来啦,7,3
198,第一期下,6717761273795735994,,1,爆米花 : 来啦！,29,23
199,第一期下,6717762604299907790,,5,爆米花 : 上在哪里,28,35
200,第一期下,6717763018258097648,,0, 小乔第一,28,16
201,第一期下,6717765522873136081,小冷漠‰,0, 丁哥加油，你爸爸们很期待,29,42
202,第一期下,6717768555502704681,小熊软糖,0, 丁程鑫丁程鑫丁程鑫丁程鑫,29,9
203,第一期下,6717770287095990239,,6,赵薇导演,27,27
204,第一期下,6717782934566404241,哈哈,0,期待期待！,29,2
205,第一期下,6717801263171570358,,4,丁哥 大姐来了！！！,25,54
206,第一期下,6717802485382673533,宋小雨,0,真的给了每一个演员充分展示自己的机会,28,12
207,第一期下,6717802672864865818,,0, 来了来了,29,1
208,第一期下,6717960405084813193,君竹,0,孙千加油啊,29,2
209,第一期下,6717960712171801172,,2,来了,28,0
210,第一期下,6718122115778935126,,0,爆米花啥意思？,28,2
211,第一期下,6717762302856634587,,4, 好爱这种不准时的感觉,40,15
212,第一期下,6717762537673751133,徐赔十（付款支付宝）,1,爆米花 : 才一个小时,44,9
213,第一期下,6717763419598429830,,0, 来了,40,2
214,第一期下,6717763626498274579,难遇伯乐,1,爆米花 : 来了来了,41,16
215,第一期下,6717766448254746670,内田有🐔,0, 黄奕黄奕黄奕黄奕黄奕黄奕黄奕黄奕,41,9
216,第一期下,6717766617050628121,,3,主要是看赵薇导演啊😄,43,13
217,第一期下,6717766714270400843,小海椒,0, 老丁加油,41,8
218,第一期下,6717767203878534426,,3,爆米花 : 来啦来啦,43,4
219,第一期下,6717767463947706748,,0, 来了来了来了,41,2
220,第一期下,6717771476935129070,安&小颜€~,3,爆米花 : 李溪芮，我来了[鹅斯卡1][圈粉1][敲黑板1],42,26
221,第一期下,6717777355827512174,,0, 我又来了薇姐哈哈哈,43,5
222,第一期下,6717794285216363590,,0, 小甜鑫加油！,40,19
223,第一期下,6717796891406869797,,0, 丁儿我来了,40,9
224,第一期下,6717797747002951854,MCH,0,赵薇赵薇赵薇赵薇】,44,5
225,第一期下,6717801930480451326,木木,1,为赵薇而来,42,8
226,第一期下,6717805773382469773,丸子i橘,0,  为赵薇而来,41,2
227,第一期下,6717819703860066953,,0,看到张大大 导演一副很那啥的表情,41,0
228,第一期下,6717961021697833320,,2,期待任敏,43,3
229,第一期下,6717897866602543367,丸子i橘,0, 赵薇导演,40,3
230,第一期下,6717964845963556344,~あ简简单单-就好ζ,0, 哇太棒了吧是爆米花诶,42,4
231,第一期下,6717984563890988485,,0, 啊啊啊啊啊啊啊啊,42,4
232,第一期下,6718009202067314703,,0,太舒服了连着看,40,0
233,第一期下,6718032774219373785,,0, 期待倪虹洁,40,0
234,第一期下,6718114519790890103,qīu chén,0, 张大大好好一个主持要转型吗？,42,2
235,第一期下,6718120779268520079,,0,坐等尔冬升手撕张大大,43,1
236,第一期下,6718162837476721665,溪苏,0,上集看得我好辛苦，程程冲鸭！！！就是来看你的,40,1
237,第一期下,6718287920614543424,,0,尔冬升年轻的时候很帅,42,0
238,第一期下,6718448082674528495,沉兮,0, 丁程鑫,44,7
239,第一期下,6718776320970656360,.,0,今年有尔冬升导演好看多了,43,2
240,第一期下,6718584042598629055,溪苏,0, 马伯骞加油费启鸣加油,43,0
241,第一期下,6718580755611980745,,0,感人竟然还有下,44,1
242,第一期下,6718850123188174100,,0, 恩,42,0
243,第一期下,6718556239640896785,Jackson-Yee,0, 冲鸭,43,0
244,第一期下,6718869589398629665,,0,我感觉这次胡杏儿是冠军,42,2
245,第一期下,6718866259762979297,刘燕 Yvonne💍,0, 我爱小丁,44,0
246,第一期下,6718861154103527296,,0, 。。,41,0
247,第一期下,6718548629705130948,李亚萍,0, 突然get了大鹏的帅,41,2
248,第一期下,6718385559314088664,,6,孙千加油，你已经很棒了，加油,44,0
249,第一期下,6719637365449015736,🌈可爱鬼✨,0,娄艺潇娄艺潇,44,0
250,第一期下,6717834386228102259,,0, 期待会编舞的演员丁程鑫,44,0
251,第一期下,6717761298973784485,,6,爆米花 : 这么早，提前了十几分钟,33,18
252,第一期下,6717761928735948309,,1,爆米花 : 好爱这种不准时的感觉,34,12
253,第一期下,6717762993360719790,,0,报道,34,2
254,第一期下,6717763059001262657,,0,  丁哥加油,34,13
255,第一期下,6717764711066308261,,4,观影团 : 来啦,31,5
256,第一期下,6717765111589051105,iy,3,期待,30,2
257,第一期下,6717768054069511618,,0,期待演员丁程鑫,33,32
258,第一期下,6717771234320820784,刘耀文-,1,来了,34,1
259,第一期下,6717776060211512390,,0,  为赵薇而来,31,12
260,第一期下,6717782952459609674,哈哈,0, 来了来了,33,3
261,第一期下,6717783434376752427,cumquat,0, 哇太棒了吧是爆米花诶,30,36
262,第一期下,6717794440833071839,,0, 来啦！,33,2
263,第一期下,6717803860501657262,白声,0,赵薇导演,30,5
264,第一期下,6717809996751631167,momo,0,这一期有谁,31,4
265,第一期下,6717816077037369069,,0,郭语 花了六块钱,34,3
266,第一期下,6717861674096275817,,0, 很良心啊小企鹅,31,1
267,第一期下,6717956403321048409,Hedgehog+,0,  有勇气来就值得被鼓励,30,11
268,第一期下,6717962003426027124,君竹,0,孙千加油,30,4
269,第一期下,6717888138158046121,,0,居然还有下,34,0
270,第一期下,6718015801916932031,,0, 突然get了大鹏的帅,33,5
271,第一期下,6718026577024840064,,6,哈哈哈,32,1
272,第一期下,6718120944952875107,大鱼,0, 张大大来了,31,0
273,第一期下,6718131636942646919,•CHICHOO•,4,感觉挺好的哈哈哈哈哈哈,34,0
274,第一期下,6718144317665778333,,0, 为张大大被怼而来,31,11
275,第一期下,6718171410075236980,,0,富贵色,33,0
276,第一期下,6718247166176408999,洋洋,0,张大大这是想不开,31,2
277,第一期下,6718299638602385075,Jamie。,0, 为胡杏儿姐来,30,0
278,第一期下,6718179863599186885,,0, 这时长，不发弹幕对不起企鹅呀,33,0
279,第一期下,6718372928230196637,X,0,来看张大大,31,0
280,第一期下,6718371700494768258,♚ℳ๓₯㎕κiξs筱轩♛,0,来看张大大被怼，哈哈哈,34,2
281,第一期下,6718432552009890968,蘇🐳煜辉 🌾,0,我是赵薇粉,30,0
282,第一期下,6718458089122759330,,0,  来了来了,32,1
283,第一期下,6718492733717551641,,0, 薇导，观众已就位,33,0
284,第一期下,6718784877254650739,,0, [圈粉1]沙发,30,0
285,第一期下,6718922501403384919,,0,观影团 : 薇导，观众已就位,32,0
286,第一期下,6718920843940317200,采姑娘的小蘑菇,0,这期有小丁嘛  大姐等丁哥好久了,32,3
287,第一期下,6719058553178620386,,0, 来了,32,0
288,第一期下,6718539137538303721,,0,  我是来看点评的，哈哈,32,0
289,第一期下,6719130322186996453,ʕ·͡ˑ˓˳ཻ̮ʔ,0,丁哥 大姐来了！！！,32,2
290,第一期下,6719202775265644920,伟,0,为拉丝而来,32,1
291,第一期下,6717762929921825551,,1,爆米花 : 给鑫鑫子排面,59,24
292,第一期下,6717764273416154868,西罗马灭亡星,3,陈宥维我来啦,56,19
293,第一期下,6717766541505655952,内田有🐔,1,爆米花 : 叽叽来来来了,57,14
294,第一期下,6717773580752585947,,0,爆米花 : 来啦来啦，来看程年人啦,58,44
295,第一期下,6717775164685619611,,0, 来看胡杏儿姐姐,57,13
296,第一期下,6717777597993350277,,0, 来啦,59,5
297,第一期下,6717781293842054516,sun  tong.,0, 大姐我来啦,59,2
298,第一期下,6717797815420438864,MCH,0,赵薇纽西之谜,59,2
299,第一期下,6717802391469009742,,0, 爆米花,59,1
300,第一期下,6717816895413882772,天道酬勤,0, 哪有公平,57,0
301,第一期下,6717952228599199033,,3,赵薇赵薇赵薇赵薇】,55,21
302,第一期下,6717954782428373094,,0,来看薇姐的。,58,5
303,第一期下,6717974826284777052,,0, 比邻星来啦,57,4
304,第一期下,6717976430761938918,,0,  丁哥我来了,58,15
305,第一期下,6717994128379494105,,0,为赵薇而来,56,9
306,第一期下,6718041515051481218,,0, 为八卦而来,59,0
307,第一期下,6718045229179980143,吃太多会变成猪的,0,坐等尔冬升手撕张大大,56,42
308,第一期下,6718103668589532350,阿白,0, 张大大真的有点太那个了,57,2
309,第一期下,6718136087313098439,,0, 张大大到处当评委主持，这次哈哈,57,2
310,第一期下,6718165253721977365,,0, 小甜鑫加油！,57,0
311,第一期下,6718362916741426579,왕우,0,期待任敏,58,0
312,第一期下,6718417087624582626,啊草莓月亮🍓,0, 时代少年团丁程鑫,56,5
313,第一期下,6718748962918170793,A小哥,0, ，,56,0
314,第一期下,6718750993728158086,青枫霜烨,0,驸马的表演在最后一期吧,57,0
315,第一期下,6718768800717109775,ZHA.,0, 来了来了,59,0
316,第一期下,6718567242281763582,十二,0,开炮了,56,2
317,第一期下,6718846611326775557,四夕每一元,0,为赵薇导演而来,59,2
318,第一期下,6718887443375355994,,0, 好爱赵薇这种性格,58,1
319,第一期下,6718548690422187562,李亚萍,0, 我又来了薇姐哈哈哈,56,0
320,第一期下,6719130573781628867,ʕ·͡ˑ˓˳ཻ̮ʔ,0, 爆米花大姐们在嘛，让我看到你们的双手,58,2
321,第一期下,6719139017482505671,lrx,0, 爆米花到底是啥,56,1
322,第一期下,6719223365640586017,,0, 小丁冲啊,58,0
323,第一期下,6719230786856844486,,0, 李溪芮，我来了[鹅斯卡1][圈粉1][敲黑板1],55,4
324,第一期下,6718361683094941758,,0, 来了来了,58,0
325,第一期下,6719495854731326665,Ymmm,0, 东升导演评价很真实，公正，很敢说,55,7
326,第一期下,6719509661252519426,🌈,0, 丁程鑫,55,1
327,第一期下,6719266806546504002,,0,期待第二期,55,0
328,第一期下,6718179357334114251,,0, 好美啊赵薇,55,2
329,第一期下,6718027127078450758,L23-L,0, 期待丁程鑫,55,0
330,第一期下,6723952058479866535,).嫵钶取代°,0, 才一个小时,55,1
331,第一期下,6717760592029394148,,5,爆米花 : 来了,50,3
