1,559.79,121.99,45.08,41.71,0.7862
2,543.6,85.888,34.48,33.192,0.5433
3,508.02,67.562,25.57,25.142,0.52378
4,734.17,113.93,45.74,38.12,0.45982
5,590.62,372.02,146.88,168.23,0.33676
6,550.98,64.579,30.76,27.932,0.2575
7,881.75,245.04,79.25,107.83,0.21807
8,545.44,38.725,24.73,26.44,0.11336
9,846.96,97.416,41.15,29.764,0.078389
10,551.27,54.614,27.89,29.256,0.07745
11,225.1,210.74,145.91,84.07,0.040831
12,546.42,75.291,34.2,30.429,0.040055
13,295.07,253.85,54.07,104.78,0.023597
